listing_name,address,property_management_name,permit_value,floors,units_or_Size,building_type,image,url,source_name,units_or_size,permit_Value
-1,"St. Margaret’s Bay Road, Timberlea",-1,-1,-1,-1,-1,-1,-1,Halifax Regional Municipality development blog,,
-1,"Marketway Lane, Timberlea",-1,-1,-1,-1,-1,-1,-1,Halifax Regional Municipality development blog,,
Brunello Estates,-1,-1,-1,-1,-1,-1,-1,-1,Halifax Regional Municipality development blog,,
Cogswell District,-1,-1,-1,-1,,-1,https://halifaxdevelopments.files.wordpress.com/2023/12/20231220_1327594278399658128444147.jpg?w=1024,https://halifaxdevelopments.ca/2023/12/21/cogswell-district-4/,Halifax Regional Municipality development blog,-1,
Cogswell District,-1,-1,-1,-1,,-1,https://halifaxdevelopments.files.wordpress.com/2023/12/20231216_1316446573458138056199625.jpg?w=1024,https://halifaxdevelopments.ca/2023/12/17/cogswell-district-3/,Halifax Regional Municipality development blog,-1,
-1,-1,-1,-1,-1,,-1,-1,-1,Halifax Regional Municipality development blog,-1,
-1,-1,-1,-1,-1,,-1,-1,-1,Halifax Regional Municipality development blog,-1,
-1,-1,-1,-1,-1,,-1,-1,-1,Halifax Regional Municipality development blog,-1,
-1,-1,-1,-1,-1,,-1,-1,-1,Halifax Regional Municipality development blog,-1,
-1,-1,-1,-1,-1,,-1,-1,-1,Halifax Regional Municipality development blog,-1,
Mount Hope Village,Not Available,Not Available,-1,-1,,-1,https://halifaxdevelopments.files.wordpress.com/2023/12/20231208_122935.jpg?w=1024,https://halifaxdevelopments.ca/2023/12/09/mount-hope-village/,Halifax Regional Municipality development blog,-1,
Shannex at Opal Ridge,"131 Opalridge Drive, Dartmouth",Shannex Developments,,6,,1,https://halifaxdevelopments.files.wordpress.com/2024/04/20240411_1404507701098977857619304.jpg?w=1024,https://halifaxdevelopments.ca/2024/04/14/shannex-at-opal-ridge/,Halifax Regional Municipality development blog,176,$12.8 M
Shannex at Opalridge,"131 Opalridge Drive, Dartmouth",Shannex Developments,,6,,1,https://halifaxdevelopments.files.wordpress.com/2024/03/20240301_1353035805062013724619778.jpg?w=1024,https://halifaxdevelopments.ca/2024/03/02/shannex-at-opalridge-2/,Halifax Regional Municipality development blog,176,$12.8 M
Shannex at Opalridge,"131 Opalridge Drive, Dartmouth",Shannex Developments,,6,,1,https://halifaxdevelopments.files.wordpress.com/2024/01/20240124_1352231212945480268045036.jpg?w=1024,https://halifaxdevelopments.ca/2024/01/27/shannex-at-opalridge/,Halifax Regional Municipality development blog,176,$12.8 M
189 Opalridge Drive,"189 Opalridge Drive, Dartmouth",Shannex Developments,,6,,-1,https://halifaxdevelopments.files.wordpress.com/2024/01/20240105_1435365215894790397934.jpg?w=1024,https://halifaxdevelopments.ca/2024/01/07/opal-ridge-2/,Halifax Regional Municipality development blog,-1,-1
-1,-1,-1,-1,-1,,-1,https://halifaxdevelopments.files.wordpress.com/2023/11/20231126_140942.jpg?w=1024,https://halifaxdevelopments.ca/2023/11/26/nov-26-23-development-permits/,Halifax Regional Municipality development blog,-1,
15 Farringdon Way,Bedford,Unknown,$8.8 M,4,,1,https://halifaxdevelopments.files.wordpress.com/2024/01/20240120_1545512040127337559902179.jpg?w=1024,https://halifaxdevelopments.ca/2024/01/23/15-farringdon-way/,Halifax Regional Municipality development blog,40,
The Rooks of West Bedford,"Rooksview Lane, Bedford",-1,-1,-1,,-1,https://halifaxdevelopments.files.wordpress.com/2023/12/20231225_1259372691453423709611985.jpg?w=1024,https://halifaxdevelopments.ca/2023/12/27/the-rooks-of-west-bedford-2/,Halifax Regional Municipality development blog,-1,
The Rooks Of West Bedford,"Rooksview Lane, Bedford",-1,-1,-1,,-1,https://halifaxdevelopments.files.wordpress.com/2023/12/20231217_130648542243888457063391.jpg?w=1024,https://halifaxdevelopments.ca/2023/12/19/the-rooks-of-west-bedford/,Halifax Regional Municipality development blog,-1,
